;******* 2000 OHM RUTHENIUM OXIDE RESISTOR ********
;Data for 2000 Ohm Ruthium Oxide Resistor
;4/10/93
;Used for ITC502 Range CR11
17:13:20      06-17-1993
RuO
T, R
K, -


 6.186639      2384.284 
 6.211454      2382.843 
 6.236418      2381.403 
 6.261539      2379.964 
 6.286818      2378.526 
 6.312255      2377.089 
 6.337852      2375.654 
 6.363605      2374.219 
 6.389526      2372.784 
 6.415609      2371.351 
 6.441858      2369.919 
 6.468272      2368.489 
 6.494892      2367.06 
 6.521641      2365.631 
 6.548565      2364.205 
 6.575654      2362.779 
 6.60292       2361.354 
 6.63036       2359.93 
 6.657979      2358.508 
 6.685774      2357.084 
 6.713746      2355.664 
 6.741901      2354.243 
 6.770236      2352.826 
 6.7988        2351.408 
 6.827503      2349.991 
 6.85639       2348.577 
 6.885474      2347.163 
 6.914738      2345.75 
 6.944201      2344.337 
 6.973854      2342.927 
 7.003703      2341.517 
 7.033743      2340.106 
 7.06399       2338.699 
 7.09443       2337.292 
 7.125123      2335.886 
 7.15597       2334.482 
 7.187016      2333.078 
 7.218275      2331.676 
 7.249743      2330.274 
 7.281421      2328.875 
 7.31331       2327.475 
 7.345405      2326.077 
 7.377722      2324.677 
 7.410264      2323.281 
 7.443016      2321.887 
 7.476038      2320.493 
 7.509238      2319.1 
 7.542661      2317.708 
 7.576316      2316.318 
 7.610197      2314.928 
 7.644306      2313.54 
 7.678645      2312.151 
 7.71323       2310.764 
 7.748041      2309.378 
 7.783095      2307.993 
 7.818393      2306.61 
 7.853929      2305.227 
 7.88977       2303.845 
 7.925805      2302.465 
 7.962086      2301.086 
 7.998627      2299.707 
 8.03541       2298.331 
 8.072458      2296.954 
 8.109767      2295.579 
 8.147336      2294.205 
 8.185163      2292.83 
 8.223254      2291.458 
 8.261621      2290.087 
 8.300319      2288.718 
 8.339223      2287.348 
 8.378409      2285.981 
 8.417871      2284.613 
 8.457613      2283.248 
 8.497635      2281.883 
 8.537951      2280.519 
 8.578551      2279.156 
 8.619448      2277.793 
 8.660626      2276.431 
 8.702105      2275.073 
 8.743949      2273.714 
 8.78603       2272.356 
 8.828419      2271 
 8.871111      2269.644 
 8.914114      2268.29 
 8.957435      2266.936 
 9.001067      2265.583 
 9.045017      2264.232 
 9.089293      2262.879 
 9.133884      2261.53 
 9.178814      2260.181 
 9.224067      2258.833 
 9.269727      2257.488 
 9.315651      2256.141 
 9.361917      2254.797 
 9.408532      2253.454 
 9.455484      2252.112 
 9.502795      2250.77 
 9.550447      2249.43 
 9.598464      2248.088 
 9.646845      2246.75 
 9.69558       2245.412 
 9.744684      2244.076 
 9.794236      2242.741 
 9.844087      2241.407 
 9.894312      2240.073 
 9.944921      2238.741 
 9.99591       2237.409 
 10.04729      2236.079 
 10.09906      2234.75 
 10.15123      2233.421 
 10.20379      2232.092 
 10.25676      2230.765 
 10.31013      2229.44 
 10.36401      2228.115 
 10.41821      2226.792 
 10.47283      2225.469 
 10.52787      2224.147 
 10.58334      2222.828 
 10.63924      2221.508 
 10.69559      2220.19 
 10.75236      2218.872 
 10.80958      2217.553 
 10.86724      2216.238 
 10.92537      2214.923 
 10.98395      2213.609 
 11.04308      2212.297 
 11.10258      2210.986 
 11.16257      2209.675 
 11.22302      2208.365 
 11.28396      2207.057 
 11.34537      2205.749 
 11.40728      2204.442 
 11.46969      2203.135 
 11.53259      2201.83 
 11.596        2200.526 
 11.65992      2199.223 
 11.72444      2197.921 
 11.7894       2196.621 
 11.85487      2195.32 
 11.92089      2194.021 
 11.98744      2192.724 
